Individual,Chromosome,AA_Length,AB_Length,BB_Length
indiv2812,Chr25,1566672,12345876,0
indiv2812,Chr26,5332099,6059198,0
indiv2812,Chr27,172817,10706694,0
indiv2812,Chr28,4387716,6120381,0
indiv2812,Chr3,5080164,10086944,0
indiv2812,Chr4,0,18653139,0
indiv2812,Chr5,5552819,13223916,0
indiv2812,Chr6,492050,16024100,0
indiv2812,Chr7,7393997,6476612,0
indiv2812,Chr8,615342,15514814,0
indiv2812,Chr9,13497228,3199860,0
indiv2813,Chr1,20284127,0,0
indiv2813,Chr10,0,17400020,0
indiv2813,Chr11,12303232,8036993,0
indiv2813,Chr12,17473388,0,0
indiv2813,Chr13,16601314,0,0
indiv2813,Chr14,9578852,3677503,0
indiv2813,Chr15,699062,17644814,0
indiv2813,Chr16,1541208,12653308,0
indiv2813,Chr17,289621,16513957,0
indiv2813,Chr18,0,15529774,0
indiv2813,Chr19,13267542,1473547,0
indiv2813,Chr2,0,8358306,0
indiv2813,Chr20,1627421,10492483,0
indiv2813,Chr21,6430528,8741173,0
indiv2813,Chr22,479152,17961388,0
indiv2813,Chr23,16928713,4367291,0
indiv2813,Chr24,12992523,4115011,0
indiv2813,Chr25,1221060,12793054,0
indiv2813,Chr26,0,11436525,0
indiv2813,Chr27,0,10879794,0
indiv2813,Chr28,0,10544417,0
indiv2813,Chr3,1915581,12951086,0
indiv2813,Chr4,0,18653476,0
indiv2813,Chr5,0,18996689,0
indiv2813,Chr6,16024100,492802,0
indiv2813,Chr7,2163670,11638399,0
indiv2813,Chr8,12405155,3621165,0
indiv2813,Chr9,16488370,0,0
indiv2814,Chr1,17248660,2993339,0
indiv2814,Chr10,14747013,2804757,0
indiv2814,Chr11,20392607,0,0
indiv2814,Chr12,9269422,8139545,0
indiv2814,Chr13,309249,17303835,0
indiv2814,Chr14,9647953,3647010,0
indiv2814,Chr15,17643958,699062,0
indiv2814,Chr16,14273373,0,0
indiv2814,Chr17,290086,16513957,0
indiv2814,Chr18,0,15529621,0
indiv2814,Chr19,9333936,5387951,0
indiv2814,Chr2,0,8358966,0
indiv2814,Chr20,7788161,4540549,0
indiv2814,Chr21,6730985,8472282,0
indiv2814,Chr22,18440540,0,0
indiv2814,Chr23,9575260,11720744,0
indiv2814,Chr24,17160186,84054,0
indiv2814,Chr25,1269190,12709206,0
indiv2814,Chr26,5975912,3216388,0
indiv2814,Chr27,10057339,0,0
indiv2814,Chr28,133521,10411430,0
indiv2814,Chr3,2737380,12390110,0
indiv2814,Chr4,220534,18433046,0
indiv2814,Chr5,0,18996681,0
indiv2814,Chr6,13798656,2682727,0
indiv2814,Chr7,0,13869396,0
indiv2814,Chr8,15514814,615342,0
indiv2814,Chr9,6839469,9904693,0
indiv2815,Chr1,11946453,0,8172516
indiv2815,Chr10,3318689,14232841,0
indiv2815,Chr11,10711042,9661248,0
indiv2815,Chr12,17473388,0,0
indiv2815,Chr13,309249,17303835,0
indiv2815,Chr14,4382503,8913165,0
indiv2815,Chr15,17643958,699265,0
indiv2815,Chr16,14272594,0,0
indiv2815,Chr17,16803350,0,0
indiv2815,Chr18,1166935,14353144,0
indiv2815,Chr19,14565517,175572,0
indiv2815,Chr2,43776,8314530,0
indiv2815,Chr20,8940079,3386881,0
indiv2815,Chr21,0,15235740,0
indiv2815,Chr22,0,18439758,0
indiv2815,Chr23,10179136,11116868,0
indiv2815,Chr24,0,17160186,0
indiv2815,Chr25,13873000,145331,0
indiv2815,Chr26,92005,11344520,0
indiv2815,Chr27,0,10879750,0
indiv2815,Chr28,6218328,4233509,0
indiv2815,Chr3,14457609,710061,0
indiv2815,Chr4,18653139,0,0
indiv2815,Chr5,839791,18155548,0
indiv2815,Chr6,5884363,10632602,0
indiv2815,Chr7,5593043,8276353,0
indiv2815,Chr8,15514814,615342,0
indiv2815,Chr9,431902,16322022,0
indiv2816,Chr1,2046338,18103613,0
indiv2816,Chr10,16861710,0,0
indiv2816,Chr11,288443,20103575,0
indiv2816,Chr12,4338709,13025449,0
indiv2816,Chr13,309249,17303752,0
indiv2816,Chr14,0,13294963,0
indiv2816,Chr15,7518278,10433657,0
indiv2816,Chr16,123958,14148636,0
indiv2816,Chr17,11448276,5028550,0
indiv2816,Chr18,14685949,843672,0
indiv2816,Chr19,175572,14565948,0
indiv2816,Chr2,1053883,6823357,0
indiv2816,Chr20,1673967,10397960,0
indiv2816,Chr21,15235267,0,0
indiv2816,Chr22,8279919,10082839,0
indiv2816,Chr23,20932723,338738,0
indiv2816,Chr24,16980390,0,0
indiv2816,Chr25,14018331,0,0
indiv2816,Chr26,91982,11344520,0
indiv2816,Chr27,0,10879511,0
indiv2816,Chr28,0,10544417,0
indiv2816,Chr3,0,15167108,0
indiv2816,Chr4,10964815,6772973,0
indiv2816,Chr5,841133,18155548,0
indiv2816,Chr6,16024100,492050,0
indiv2816,Chr7,505969,13363427,0
indiv2816,Chr8,10382842,5744114,0
indiv2816,Chr9,14991319,1702159,0
indiv2818,Chr1,3776895,16507232,0
indiv2818,Chr10,0,17551770,0
indiv2818,Chr11,3449688,16902592,0
indiv2818,Chr12,17473571,0,0
indiv2818,Chr13,309249,17303752,0
indiv2818,Chr14,2143342,11151621,0
indiv2818,Chr15,17643958,699062,0
indiv2818,Chr16,11072165,3147580,0
indiv2818,Chr17,16513729,289621,0
indiv2818,Chr18,15529621,0,0
indiv2818,Chr19,175572,14565517,0
indiv2818,Chr2,5197571,3158003,0
indiv2818,Chr20,10244450,2084260,0
indiv2818,Chr21,5942005,9288315,0
indiv2818,Chr22,478370,17961388,0
indiv2818,Chr23,0,21296004,0
indiv2818,Chr24,2049212,15031388,0
indiv2818,Chr25,14018331,0,0
indiv2818,Chr26,8852941,2565688,0
indiv2818,Chr27,8312606,2540280,0
indiv2818,Chr28,9018538,1383559,0
indiv2818,Chr3,710061,14457609,0
indiv2818,Chr4,8384457,10267833,0
indiv2818,Chr5,3047442,15873816,0
indiv2818,Chr6,15508364,492050,0
indiv2818,Chr7,6012726,7351914,0
indiv2818,Chr8,2852830,12548496,0
indiv2818,Chr9,5170433,11571949,0
indiv2819,Chr1,20284127,0,0
indiv2819,Chr10,0,17400020,0
indiv2819,Chr11,20103575,288443,0
indiv2819,Chr12,17473571,0,0
indiv2819,Chr13,17613001,0,0
indiv2819,Chr14,13294963,0,0
indiv2819,Chr15,18343020,0,0
indiv2819,Chr16,13595845,0,0
indiv2819,Chr17,289621,16513957,0
indiv2819,Chr18,0,15529621,0
indiv2819,Chr19,14565517,175572,0
indiv2819,Chr2,43776,8315190,0
indiv2819,Chr20,1487161,10841549,0
indiv2819,Chr21,11044657,4124841,0
indiv2819,Chr22,7801549,10561209,0
indiv2819,Chr23,0,21270910,0
indiv2819,Chr24,2052095,15048817,0
indiv2819,Chr25,12269003,1686676,0
indiv2819,Chr26,11436525,0,0
indiv2819,Chr27,5494779,5337517,0
indiv2819,Chr28,133521,10410896,0
indiv2819,Chr3,5566273,9303420,0
indiv2819,Chr4,6309486,12343653,0
indiv2819,Chr5,3043464,14924566,0
indiv2819,Chr6,16024100,492050,0
indiv2819,Chr7,7147349,6655210,0
indiv2819,Chr8,6985457,9144699,0
indiv2819,Chr9,6588468,10069589,0
indiv2821,Chr1,0,0,20284127
indiv2821,Chr10,0,17400020,151510
indiv2821,Chr11,0,20392607,0
indiv2821,Chr12,15249344,2136525,0
indiv2821,Chr13,16670307,942694,0
indiv2821,Chr14,0,13295668,0
indiv2821,Chr15,12617487,5691776,0
indiv2821,Chr16,14272594,0,0
indiv2821,Chr17,13737896,2871355,0
indiv2821,Chr18,9502798,5929054,0
indiv2821,Chr19,8229159,6511930,0
indiv2821,Chr2,0,8358306,0
indiv2821,Chr20,0,12328736,0
indiv2821,Chr21,11024038,4125314,0
indiv2821,Chr22,0,18440052,0
indiv2821,Chr23,0,21296004,0
indiv2821,Chr24,5281793,11964749,0
indiv2821,Chr25,0,14018372,0
indiv2821,Chr26,10315445,1099901,0
indiv2821,Chr27,4521065,6331133,0
indiv2821,Chr28,10410896,133521,0
indiv2821,Chr3,13491630,1628601,0
indiv2821,Chr4,220534,18433046,0
indiv2821,Chr5,4227500,14727466,0
indiv2821,Chr6,10632539,5884363,0
indiv2821,Chr7,6764172,6919154,0
indiv2821,Chr8,0,16130307,0
indiv2821,Chr9,0,16742382,0
indiv2822,Chr1,11903963,0,8380164
indiv2822,Chr10,0,17400260,0
indiv2822,Chr11,13426492,6965526,0
indiv2822,Chr12,17167913,305475,0
indiv2822,Chr13,2907740,14546128,0
indiv2822,Chr14,10611704,2683964,0
indiv2822,Chr15,16627335,1540003,0
indiv2822,Chr16,10933085,3283151,0
indiv2822,Chr17,0,16803578,0
indiv2822,Chr18,5628866,9878016,0
indiv2822,Chr19,3239198,11426343,0
indiv2822,Chr2,3000245,5346461,0
indiv2822,Chr20,378063,11951056,0
indiv2822,Chr21,236085,14791249,0
indiv2822,Chr22,15560585,2849405,0
indiv2822,Chr23,0,21296256,0
indiv2822,Chr24,17160186,93275,0
indiv2822,Chr25,14018331,0,0
indiv2822,Chr26,10533582,0,0
indiv2822,Chr27,10706694,0,0
indiv2822,Chr28,3804739,6692762,0
indiv2822,Chr3,709499,14458045,0
indiv2822,Chr4,0,18653476,0
indiv2822,Chr5,0,18996720,0
indiv2822,Chr6,16024100,492050,0
indiv2822,Chr7,505969,13363427,0
indiv2822,Chr8,3004759,13124422,0
indiv2822,Chr9,431902,16316713,0
indiv2823,Chr1,20284127,0,0
indiv2823,Chr10,0,17400260,0
indiv2823,Chr11,20103575,288443,0
indiv2823,Chr12,12442879,5030509,0
indiv2823,Chr13,309249,17303835,0
indiv2823,Chr14,10611704,2683964,0
indiv2823,Chr15,699062,17644814,0
indiv2823,Chr16,3142550,11112919,0
indiv2823,Chr17,289621,16513729,0
indiv2823,Chr18,1742209,13013059,0
indiv2823,Chr19,8843301,5861064,0
indiv2823,Chr2,8314530,46478,0
indiv2823,Chr20,378063,11951056,0
indiv2823,Chr21,3503218,11732049,0
indiv2823,Chr22,1187017,17234614,0
indiv2823,Chr23,5348755,15944475,0
indiv2823,Chr24,0,17160186,0
indiv2823,Chr25,0,14018356,0
indiv2823,Chr26,5271857,6067129,0
indiv2823,Chr27,10879511,0,0
indiv2823,Chr28,10544417,0,0
indiv2823,Chr3,15167108,0,0
indiv2823,Chr4,18653580,0,0
indiv2823,Chr5,11396445,7600275,0
indiv2823,Chr6,5043295,11473670,0
indiv2823,Chr7,6926323,6823925,0
indiv2823,Chr8,615342,15514814,0
indiv2823,Chr9,0,16742382,0
indiv2825,Chr1,15076108,0,5142630
indiv2825,Chr10,10944659,6414209,151510
indiv2825,Chr11,0,20393755,0
indiv2825,Chr12,17167913,305475,0
indiv2825,Chr13,8045660,9399283,0
indiv2825,Chr14,6741664,6510252,0
indiv2825,Chr15,10682922,7640248,0
indiv2825,Chr16,1775249,12498124,0
indiv2825,Chr17,2483047,14262338,0
indiv2825,Chr18,14685949,843781,0
indiv2825,Chr19,11121278,3516281,0
indiv2825,Chr2,43776,7702589,0
indiv2825,Chr20,8725051,3589906,0
indiv2825,Chr21,4211229,11024038,0
indiv2825,Chr22,1580958,16773614,0
indiv2825,Chr23,5348755,15941766,0
indiv2825,Chr24,0,17243922,0
indiv2825,Chr25,9755010,4220727,0
indiv2825,Chr26,4192643,7243925,0
indiv2825,Chr27,8287817,2547942,0
indiv2825,Chr28,10544606,0,0
indiv2825,Chr3,4005731,11161169,0
indiv2825,Chr4,18433046,220093,0
indiv2825,Chr5,18995339,0,0
indiv2825,Chr6,3848526,12667624,0
indiv2825,Chr7,13363427,505998,0
indiv2825,Chr8,615342,15321306,0
indiv2825,Chr9,0,16316713,0
indiv2826,Chr1,14860275,5423852,0
indiv2826,Chr10,1191054,16009763,0
indiv2826,Chr11,289032,20103575,0
indiv2826,Chr12,10745567,6465326,0
indiv2826,Chr13,309249,17303752,0
indiv2826,Chr14,0,13296400,0
indiv2826,Chr15,0,18343223,0
indiv2826,Chr16,0,13497861,0
indiv2826,Chr17,3706046,12807683,0
indiv2826,Chr18,9854343,5637761,0
indiv2826,Chr19,0,14741520,0
indiv2826,Chr2,4523311,3821472,0
indiv2826,Chr20,9655782,2640736,0
indiv2826,Chr21,15010505,225235,0
indiv2826,Chr22,478370,17313485,0
indiv2826,Chr23,0,20932172,0
indiv2826,Chr24,0,17160186,0
indiv2826,Chr25,0,14018356,0
indiv2826,Chr26,1041590,10343298,0
indiv2826,Chr27,0,10879511,0
indiv2826,Chr28,10410896,133521,0
indiv2826,Chr3,15167108,0,0
indiv2826,Chr4,3029242,15578225,0
indiv2826,Chr5,0,18995339,0
indiv2826,Chr6,0,16516150,0
indiv2826,Chr7,0,13869425,0
indiv2826,Chr8,8165853,7917719,0
indiv2826,Chr9,11586606,3910784,0
indiv2827,Chr1,802189,19462256,0
indiv2827,Chr10,17400020,0,0
indiv2827,Chr11,20392018,0,0
indiv2827,Chr12,13025632,4447939,0
indiv2827,Chr13,6245762,11367239,0
indiv2827,Chr14,2683259,10611704,0
indiv2827,Chr15,13049932,5231461,0
indiv2827,Chr16,5395950,8820592,0
indiv2827,Chr17,0,16803350,0
indiv2827,Chr18,12753919,2462064,0
indiv2827,Chr19,13267542,1473547,0
indiv2827,Chr2,0,8358966,0
indiv2827,Chr20,5444440,6846639,0
indiv2827,Chr21,0,15235267,0
indiv2827,Chr22,0,18439758,0
indiv2827,Chr23,20957266,338738,0
indiv2827,Chr24,93275,17161298,0
indiv2827,Chr25,13873000,145331,0
indiv2827,Chr26,1854380,9538947,0
indiv2827,Chr27,3310074,7465924,0
indiv2827,Chr28,10188861,133521,0
indiv2827,Chr3,710061,14457609,0
indiv2827,Chr4,2809149,15843990,0
indiv2827,Chr5,16301439,2695242,0
indiv2827,Chr6,16024100,492802,0
indiv2827,Chr7,505969,13363427,0
indiv2827,Chr8,15514814,615342,0
indiv2827,Chr9,16742382,0,0
indiv2828,Chr1,0,0,20284127
indiv2828,Chr10,14995694,2336195,0
indiv2828,Chr11,288443,20104723,0
indiv2828,Chr12,16144062,1327708,0
indiv2828,Chr13,17613001,0,0
indiv2828,Chr14,13295668,0,0
indiv2828,Chr15,18343020,0,0
indiv2828,Chr16,14272594,0,0
indiv2828,Chr17,289621,16513957,0
indiv2828,Chr18,3738697,11693794,0
indiv2828,Chr19,9219800,5516975,0
indiv2828,Chr2,43776,8314530,0
indiv2828,Chr20,1301218,10841549,0
indiv2828,Chr21,12092172,3110955,0
indiv2828,Chr22,17961388,479152,0
indiv2828,Chr23,10320218,10976038,0
indiv2828,Chr24,0,17253461,0
indiv2828,Chr25,13873000,145331,0
indiv2828,Chr26,5206367,5449321,0
indiv2828,Chr27,5112074,5721611,0
indiv2828,Chr28,7126943,3323870,0
indiv2828,Chr3,709499,14458045,0
indiv2828,Chr4,0,18653139,0
indiv2828,Chr5,2685060,16311591,0
indiv2828,Chr6,7988587,8140343,0
indiv2828,Chr7,12144397,1703632,0
indiv2828,Chr8,0,16130211,0
indiv2828,Chr9,11815994,4134357,0
indiv2829,Chr1,20284127,0,0
indiv2829,Chr10,151510,17400260,0
indiv2829,Chr11,0,20393166,0
indiv2829,Chr12,12831947,4614558,0
indiv2829,Chr13,3513739,14099262,0
indiv2829,Chr14,0,13294963,0
indiv2829,Chr15,17643958,699062,0
indiv2829,Chr16,123958,13690536,0
indiv2829,Chr17,0,16513957,0
indiv2829,Chr18,14685949,843672,0
indiv2829,Chr19,14741089,0,0
indiv2829,Chr2,1097659,7260647,0
indiv2829,Chr20,378063,11950647,0
indiv2829,Chr21,15010505,225235,0
indiv2829,Chr22,8279879,10159879,0
indiv2829,Chr23,4622546,16658760,0
indiv2829,Chr24,17160186,0,0
indiv2829,Chr25,1566713,12345876,0
indiv2829,Chr26,0,11436502,0
indiv2829,Chr27,0,10879794,0
indiv2829,Chr28,9014485,1507078,0
indiv2829,Chr3,709499,14458045,0
indiv2829,Chr4,9616555,9036921,0
indiv2829,Chr5,17640412,1117305,0
indiv2829,Chr6,0,16516213,0
indiv2829,Chr7,13363427,505969,0
indiv2829,Chr8,16130307,0,0
indiv2829,Chr9,9295925,6974116,0
indiv2830,Chr1,20284127,0,0
indiv2830,Chr10,4734260,12817510,0
indiv2830,Chr11,288443,20103575,0
indiv2830,Chr12,17167913,305475,0
indiv2830,Chr13,16356012,1244398,0
indiv2830,Chr14,0,13294963,0
indiv2830,Chr15,0,18343876,0
indiv2830,Chr16,0,13829784,0
indiv2830,Chr17,16513729,289621,0
indiv2830,Chr18,9471107,6058612,0
indiv2830,Chr19,14741202,0,0
indiv2830,Chr2,43776,8315190,0
indiv2830,Chr20,10884142,1444568,0
indiv2830,Chr21,224762,15010978,0
indiv2830,Chr22,17961388,478370,0
indiv2830,Chr23,21296256,0,0
indiv2830,Chr24,4705534,11984675,0
indiv2830,Chr25,0,13873000,0
indiv2830,Chr26,0,11436568,0
indiv2830,Chr27,4366586,6441736,0
indiv2830,Chr28,0,9662952,0
indiv2830,Chr3,4434826,10732718,0
indiv2830,Chr4,4689882,13963698,0
indiv2830,Chr5,18155548,841133,0
indiv2830,Chr6,8008606,8479352,0
indiv2830,Chr7,12943639,0,0
indiv2830,Chr8,0,15514869,0
indiv2830,Chr9,13453765,1187566,0
indiv2831,Chr1,17038994,3245133,0
indiv2831,Chr10,17400020,0,0
indiv2831,Chr11,13663626,6687550,0
indiv2831,Chr12,5029940,12387066,0
indiv2831,Chr13,0,17613151,0
indiv2831,Chr14,0,12837796,0
indiv2831,Chr15,17643958,0,0
indiv2831,Chr16,3195394,10989443,0
indiv2831,Chr17,16803350,0,0
indiv2831,Chr18,843672,14686102,0
indiv2831,Chr19,11343213,2884435,0
indiv2831,Chr2,46478,8315190,0
indiv2831,Chr20,11950647,378089,0
indiv2831,Chr21,224762,15010978,0
indiv2831,Chr22,16638997,1688337,0
indiv2831,Chr23,4415248,16869542,0
indiv2831,Chr24,16610648,85239,0
indiv2831,Chr25,0,13873025,0
indiv2831,Chr26,3220178,8008518,0
indiv2831,Chr27,0,10879511,0
indiv2831,Chr28,0,10545140,0
indiv2831,Chr3,0,15168106,0
indiv2831,Chr4,3474380,15178759,0
indiv2831,Chr5,841133,18155548,0
indiv2831,Chr6,9215669,6870864,0
indiv2831,Chr7,3919707,9944486,0
indiv2831,Chr8,15514869,615342,0
indiv2831,Chr9,431902,16316713,0
indiv2832,Chr1,17425288,2792767,0
indiv2832,Chr10,17400020,0,0
indiv2832,Chr11,3704803,16610670,0
indiv2832,Chr12,6192274,11243290,0
indiv2832,Chr13,10782472,6803420,0
indiv2832,Chr14,13294963,0,0
indiv2832,Chr15,699062,16208293,0
indiv2832,Chr16,0,14150183,0
indiv2832,Chr17,2114767,13848780,0
indiv2832,Chr18,8564297,6904424,0
indiv2832,Chr19,4188154,10512746,0
indiv2832,Chr2,0,8358306,0
indiv2832,Chr20,10882564,1444977,0
indiv2832,Chr21,13482780,1752487,0
indiv2832,Chr22,15265020,3174738,0
indiv2832,Chr23,14630152,6617640,0
indiv2832,Chr24,8173721,8925271,0
indiv2832,Chr25,145331,13873000,0
indiv2832,Chr26,3449596,5544358,0
indiv2832,Chr27,7846601,2942352,0
indiv2832,Chr28,3605101,6890316,0
indiv2832,Chr3,0,15167108,0
indiv2832,Chr4,4039540,14571999,0
indiv2832,Chr5,0,18995339,0
indiv2832,Chr6,3683202,12830480,0
indiv2832,Chr7,13869396,0,0
indiv2832,Chr8,4121175,12009132,0
indiv2832,Chr9,13199305,3461617,0
indiv2834,Chr1,20284127,0,0
indiv2834,Chr10,6352324,10987120,0
indiv2834,Chr11,18919314,860787,0
indiv2834,Chr12,8912116,8513053,0
indiv2834,Chr13,15834940,1778061,0
indiv2834,Chr14,2951339,10301770,0
indiv2834,Chr15,699062,17644814,0
indiv2834,Chr16,14148636,123958,0
indiv2834,Chr17,16803350,0,0
indiv2834,Chr18,843672,14686102,0
indiv2834,Chr19,11948260,2723077,0
indiv2834,Chr2,43776,8314530,0
indiv2834,Chr20,11328262,378063,0
indiv2834,Chr21,13013039,1434642,0
indiv2834,Chr22,18439758,0,0
indiv2834,Chr23,19684959,1611045,0
indiv2834,Chr24,93705,17161298,0
indiv2834,Chr25,13873000,145331,0
indiv2834,Chr26,11436525,0,0
indiv2834,Chr27,173100,10706933,0
indiv2834,Chr28,10410896,133521,0
indiv2834,Chr3,15167108,0,0
indiv2834,Chr4,6729116,11900616,0
indiv2834,Chr5,18155548,841133,0
indiv2834,Chr6,16516150,0,0
indiv2834,Chr7,13869396,0,0
indiv2834,Chr8,9760041,6370115,0
indiv2834,Chr9,15803713,425669,0
indiv2835,Chr1,9223867,11340466,0
indiv2835,Chr10,151510,16976728,0
indiv2835,Chr11,0,20104723,0
indiv2835,Chr12,0,17473388,0
indiv2835,Chr13,1396691,16172293,0
indiv2835,Chr14,10096642,3138324,0
indiv2835,Chr15,0,18343020,0
indiv2835,Chr16,0,14272594,0
indiv2835,Chr17,16513729,289621,0
indiv2835,Chr18,15529621,0,0
indiv2835,Chr19,14741202,0,0
indiv2835,Chr2,8348260,0,0
indiv2835,Chr20,12261912,0,0
indiv2835,Chr21,6043348,9107300,0
indiv2835,Chr22,18439758,0,0
indiv2835,Chr23,338738,20957266,0
indiv2835,Chr24,8170714,8654668,0
indiv2835,Chr25,14018331,0,0
indiv2835,Chr26,11436568,0,0
indiv2835,Chr27,10879511,0,0
indiv2835,Chr28,10544606,0,0
indiv2835,Chr3,7316280,7786943,0
indiv2835,Chr4,3061261,15510935,0
indiv2835,Chr5,0,18996659,0
indiv2835,Chr6,16024100,492050,0
indiv2835,Chr7,4477260,9327344,0
indiv2835,Chr8,0,16130156,0
indiv2835,Chr9,0,16748615,0
indiv2836,Chr1,20284127,0,0
indiv2836,Chr10,17400020,0,0
indiv2836,Chr11,20392018,0,0
indiv2836,Chr12,305658,17167913,0
indiv2836,Chr13,0,17613001,0
indiv2836,Chr14,7376699,5918969,0
indiv2836,Chr15,6279249,12050798,0
indiv2836,Chr16,1870564,12282278,0
indiv2836,Chr17,16803815,0,0
indiv2836,Chr18,15529730,0,0
indiv2836,Chr19,5284786,9337359,0
indiv2836,Chr2,6259646,2066626,0
indiv2836,Chr20,11555926,378063,0
indiv2836,Chr21,15010505,0,0
indiv2836,Chr22,5973422,12461631,0
indiv2836,Chr23,13661366,7634638,0
indiv2836,Chr24,0,17254573,0
indiv2836,Chr25,13867965,145331,0
indiv2836,Chr26,11436525,0,0
indiv2836,Chr27,173100,10706694,0
indiv2836,Chr28,0,9532639,0
indiv2836,Chr3,13125217,1927297,0
indiv2836,Chr4,0,18653139,0
indiv2836,Chr5,0,18996681,0
indiv2836,Chr6,0,16516150,0
indiv2836,Chr7,13363427,505998,0
indiv2836,Chr8,10693359,5436948,0
indiv2836,Chr9,13689353,2685581,0
indiv2837,Chr1,0,20564333,0
indiv2837,Chr10,0,17400260,0
indiv2837,Chr11,15403173,4967343,0
indiv2837,Chr12,17168857,305475,0
indiv2837,Chr13,17613084,0,0
indiv2837,Chr14,9973930,3304546,0
indiv2837,Chr15,12750379,5577781,0
indiv2837,Chr16,1665166,12608975,0
indiv2837,Chr17,7685243,9118572,0
indiv2837,Chr18,8541883,6984058,0
indiv2837,Chr19,5992343,8584296,0
indiv2837,Chr2,0,8361008,0
indiv2837,Chr20,0,12328710,0
indiv2837,Chr21,10010375,5162301,0
indiv2837,Chr22,10718002,7721756,0
indiv2837,Chr23,14678364,6617640,0
indiv2837,Chr24,8170714,6999755,0
indiv2837,Chr25,1957552,11573991,0
indiv2837,Chr26,92005,11344957,0
indiv2837,Chr27,4802662,6071495,0
indiv2837,Chr28,6398812,4129175,0
indiv2837,Chr3,709499,14458045,0
indiv2837,Chr4,15046699,3571365,0
indiv2837,Chr5,18155548,841172,0
indiv2837,Chr6,8953263,7532515,0
indiv2837,Chr7,10195345,3671756,0
indiv2837,Chr8,2852830,13277326,0
indiv2837,Chr9,0,16748615,0
indiv2839,Chr1,16690893,3813238,0
indiv2839,Chr10,2752933,14335035,0
indiv2839,Chr11,20392018,1148,0
indiv2839,Chr12,10222621,6427476,0
indiv2839,Chr13,17613001,0,0
indiv2839,Chr14,2683964,10613141,0
indiv2839,Chr15,17643958,699062,0
indiv2839,Chr16,14273373,0,0
indiv2839,Chr17,7405817,9352165,0
indiv2839,Chr18,843672,14518674,0
indiv2839,Chr19,0,14741202,0
indiv2839,Chr2,8314530,43776,0
indiv2839,Chr20,378089,11950647,0
indiv2839,Chr21,0,15235740,0
indiv2839,Chr22,0,18440052,0
indiv2839,Chr23,20151878,1107879,0
indiv2839,Chr24,17225277,0,0
indiv2839,Chr25,145372,13873000,0
indiv2839,Chr26,1953469,9453690,0
indiv2839,Chr27,5337517,5492047,0
indiv2839,Chr28,1850991,8693960,0
indiv2839,Chr3,709499,14458045,0
indiv2839,Chr4,0,18653476,0
indiv2839,Chr5,0,18996689,0
indiv2839,Chr6,0,16516902,0
indiv2839,Chr7,13363427,505969,0
indiv2839,Chr8,13124271,3002323,0
indiv2839,Chr9,0,16742382,0
indiv2840,Chr1,10942909,0,9223867
indiv2840,Chr10,13010051,3288743,151510
indiv2840,Chr11,288443,20103575,0
indiv2840,Chr12,0,17474332,0
indiv2840,Chr13,17303752,309249,0
indiv2840,Chr14,9642189,3653479,0
indiv2840,Chr15,0,18343020,0
indiv2840,Chr16,14148636,123958,0
indiv2840,Chr17,289621,15769735,0
indiv2840,Chr18,8484714,6140386,0
indiv2840,Chr19,0,13675559,0
indiv2840,Chr2,0,8358306,0
indiv2840,Chr20,11353501,378089,0
indiv2840,Chr21,15010505,0,0
indiv2840,Chr22,4403899,14032192,0
indiv2840,Chr23,13661366,7619688,0
indiv2840,Chr24,16105799,1037010,0
indiv2840,Chr25,13873000,145331,0
indiv2840,Chr26,11436525,0,0
indiv2840,Chr27,7919290,2952801,0
indiv2840,Chr28,133521,10410896,0
indiv2840,Chr3,14457609,709499,0
indiv2840,Chr4,13936480,4472035,0
indiv2840,Chr5,841133,18155556,0
indiv2840,Chr6,0,16516150,0
indiv2840,Chr7,0,13554418,0
indiv2840,Chr8,9865336,5649478,0
indiv2840,Chr9,425669,16322022,0
indiv2841,Chr1,20284127,280206,0
indiv2841,Chr10,8621463,8778557,0
indiv2841,Chr11,289032,20104723,0
indiv2841,Chr12,0,17473571,0
indiv2841,Chr13,17303752,309249,0
indiv2841,Chr14,10125628,3115883,0
indiv2841,Chr15,0,18343876,0
indiv2841,Chr16,0,13643080,0
indiv2841,Chr17,1888544,14619033,0
indiv2841,Chr18,843672,14685949,0
indiv2841,Chr19,11111463,3629626,0
indiv2841,Chr2,43776,8315190,0
indiv2841,Chr20,2601616,9606336,0
indiv2841,Chr21,1359122,13876618,0
indiv2841,Chr22,17961388,478370,0
indiv2841,Chr23,21296004,0,0
indiv2841,Chr24,4219445,11868918,0
indiv2841,Chr25,145372,13873000,0
indiv2841,Chr26,11344520,92048,0
indiv2841,Chr27,9984759,0,0
indiv2841,Chr28,10544417,0,0
indiv2841,Chr3,710061,14457609,0
indiv2841,Chr4,0,18653139,0
indiv2841,Chr5,18155548,841103,0
indiv2841,Chr6,16516150,0,0
indiv2841,Chr7,505998,13363427,0
indiv2841,Chr8,0,15936648,0
indiv2841,Chr9,13537325,2751544,0
indiv2842,Chr1,20284127,0,0
indiv2842,Chr10,12817270,4582750,0
indiv2842,Chr11,20103575,289591,0
indiv2842,Chr12,17473388,0,0
indiv2842,Chr13,309249,17303752,0
indiv2842,Chr14,10611704,2683259,0
indiv2842,Chr15,699062,17643958,0
indiv2842,Chr16,14148636,123958,0
indiv2842,Chr17,289621,16513957,0
indiv2842,Chr18,14685949,843781,0
indiv2842,Chr19,9232308,5453049,0
